tenure,monthly_charges,total_charges,senior_citizen,dependents,tech_support,online_security,num_services,contract,internet_service,payment_method,churn
11,97.95,1053.47,0,0,0,1,6,Month-to-month,DSL,Mailed check,0
53,45.26,2480.25,0,0,1,0,4,Month-to-month,DSL,Bank transfer,0
72,102.96,7320.71,0,0,1,1,7,Two year,Fiber optic,Credit card,0
68,90.39,6120.43,0,0,0,1,5,One year,Fiber optic,Credit card,0
28,114.57,3147.54,0,0,1,0,6,Month-to-month,Fiber optic,Bank transfer,1
65,60.89,3978.45,0,0,0,1,7,Month-to-month,Fiber optic,Mailed check,0
49,86.2,4168.15,1,0,0,0,2,Month-to-month,No,Mailed check,0
47,66.49,3146.68,0,0,1,0,2,One year,No,Electronic check,0
52,83.06,4309.8,0,0,0,1,1,Two year,DSL,Mailed check,0
54,64.96,3483.87,1,1,0,1,4,One year,DSL,Credit card,0
60,38.86,2351.03,0,0,0,1,7,One year,DSL,Mailed check,0
57,70.79,4021.6,0,0,1,1,6,Month-to-month,DSL,Mailed check,0
47,72.86,3369.99,1,0,1,0,4,Month-to-month,Fiber optic,Electronic check,1
31,101.06,3272.93,0,0,0,1,3,Two year,Fiber optic,Electronic check,1
46,93.55,4278.94,0,0,0,1,2,Month-to-month,DSL,Electronic check,0
26,86.38,2135.0,0,0,1,0,4,Two year,Fiber optic,Bank transfer,0
5,31.34,114.6,0,0,0,1,1,Month-to-month,Fiber optic,Mailed check,1
52,92.06,4723.76,0,0,0,0,6,Month-to-month,DSL,Bank transfer,1
54,70.03,3822.93,0,0,0,1,8,One year,Fiber optic,Mailed check,0
33,109.41,3626.61,0,0,1,1,5,Month-to-month,No,Credit card,0
50,111.99,5619.44,0,0,1,1,8,Month-to-month,Fiber optic,Bank transfer,0
38,25.52,951.26,0,1,1,0,6,Month-to-month,Fiber optic,Bank transfer,1
27,102.06,2741.65,1,0,1,0,5,One year,DSL,Mailed check,0
15,23.77,338.0,0,0,1,0,2,Month-to-month,DSL,Mailed check,0
61,56.72,3455.86,1,0,0,1,8,Month-to-month,DSL,Credit card,0
21,74.23,1600.6,0,0,1,0,8,One year,No,Electronic check,1
46,34.81,1618.06,0,1,0,1,6,Month-to-month,DSL,Electronic check,0
69,94.63,6554.48,0,1,1,0,2,Two year,DSL,Mailed check,0
6,20.84,150.02,1,0,0,0,3,Month-to-month,DSL,Bank transfer,1
38,36.86,1444.9,0,0,0,0,7,One year,No,Electronic check,0
62,78.08,4855.37,0,1,1,1,2,Month-to-month,DSL,Bank transfer,0
62,91.44,5687.22,0,1,0,1,4,One year,DSL,Mailed check,0
46,111.66,5195.8,0,0,0,0,4,One year,Fiber optic,Mailed check,0
13,90.55,1143.9,1,0,0,0,4,Two year,Fiber optic,Mailed check,0
3,87.18,218.75,0,0,1,1,7,Month-to-month,DSL,Mailed check,0
6,59.43,297.28,1,1,0,0,4,Month-to-month,DSL,Electronic check,1
8,20.13,170.19,0,1,0,1,3,One year,No,Electronic check,0
44,32.02,1316.19,1,0,1,1,8,Month-to-month,No,Electronic check,1
33,73.46,2447.29,0,0,0,0,2,Month-to-month,Fiber optic,Bank transfer,1
50,87.51,4370.04,0,1,1,1,8,Two year,DSL,Bank transfer,0
11,61.74,735.87,0,1,0,1,2,Month-to-month,DSL,Mailed check,1
28,93.07,2572.36,0,0,1,1,2,Two year,Fiber optic,Bank transfer,0
70,72.19,5043.13,0,0,1,1,8,Month-to-month,Fiber optic,Mailed check,1
41,27.42,1180.33,0,0,0,1,7,One year,No,Electronic check,0
16,39.2,696.36,0,0,1,0,3,One year,Fiber optic,Electronic check,0
68,104.0,7037.99,0,0,1,0,3,Month-to-month,No,Credit card,0
48,92.49,4448.61,0,0,1,0,4,Two year,No,Bank transfer,0
56,109.48,6145.6,0,1,0,1,6,Month-to-month,No,Bank transfer,0
64,31.76,2051.32,0,1,0,0,3,Two year,Fiber optic,Mailed check,0
59,119.02,7009.05,1,0,1,0,3,One year,DSL,Bank transfer,0
62,40.94,2602.35,0,1,0,0,1,Month-to-month,Fiber optic,Bank transfer,0
11,21.18,138.49,0,0,1,0,4,Two year,Fiber optic,Electronic check,0
18,119.74,2134.26,0,0,1,0,8,Month-to-month,Fiber optic,Credit card,1
19,48.11,936.49,0,1,1,0,4,Two year,DSL,Electronic check,0
55,86.8,4796.86,0,0,1,0,1,Month-to-month,Fiber optic,Electronic check,0
26,37.67,1047.06,0,1,1,1,2,Two year,Fiber optic,Electronic check,0
6,78.02,528.03,0,0,0,1,6,One year,Fiber optic,Bank transfer,0
4,110.4,427.32,0,0,1,0,7,Month-to-month,DSL,Bank transfer,0
29,52.02,1573.57,0,0,1,1,1,One year,Fiber optic,Bank transfer,1
59,87.03,5099.07,0,0,0,1,1,Month-to-month,DSL,Credit card,0
17,38.79,705.97,1,0,1,0,6,Month-to-month,No,Mailed check,0
43,82.48,3637.17,1,1,1,0,7,Month-to-month,Fiber optic,Mailed check,0
66,53.65,3601.65,0,0,1,1,8,Month-to-month,DSL,Bank transfer,0
34,41.12,1403.37,0,0,0,1,8,Month-to-month,DSL,Credit card,1
8,51.32,393.97,0,0,1,0,8,Month-to-month,Fiber optic,Electronic check,0
13,37.88,416.01,0,1,1,0,6,Month-to-month,DSL,Credit card,0
8,110.19,897.05,0,0,0,1,8,Month-to-month,No,Electronic check,1
65,59.72,3826.04,0,0,0,1,7,Month-to-month,Fiber optic,Bank transfer,1
43,44.53,1875.13,0,1,0,1,1,One year,DSL,Bank transfer,0
39,64.84,2469.22,0,1,1,0,3,One year,Fiber optic,Credit card,0
59,52.05,3047.93,1,1,1,0,1,Month-to-month,DSL,Electronic check,0
44,94.44,4153.96,1,0,0,1,8,Two year,No,Electronic check,1
9,117.12,1067.76,0,0,1,0,5,One year,DSL,Electronic check,0
37,63.8,2330.57,0,1,0,0,8,One year,No,Bank transfer,0
36,106.1,3873.06,0,1,1,0,1,Month-to-month,Fiber optic,Bank transfer,1
28,76.59,2134.11,1,1,1,0,2,Month-to-month,No,Credit card,1
42,35.72,1460.85,1,0,1,1,2,Two year,DSL,Mailed check,0
43,89.06,3840.89,0,1,1,1,6,Two year,Fiber optic,Electronic check,1
42,71.34,3094.46,0,0,0,0,7,Month-to-month,Fiber optic,Electronic check,0
66,85.06,5630.72,0,0,0,1,2,Month-to-month,Fiber optic,Electronic check,1
55,108.97,5975.21,0,0,1,1,1,One year,DSL,Bank transfer,0
72,64.04,4534.51,0,1,1,1,4,One year,Fiber optic,Credit card,0
48,110.12,5274.79,0,0,0,1,2,Two year,DSL,Credit card,0
22,95.07,2103.29,1,0,0,0,8,Month-to-month,Fiber optic,Mailed check,0
27,68.86,1839.84,0,1,0,1,1,Month-to-month,Fiber optic,Electronic check,0
67,80.32,5298.17,0,0,0,0,2,Month-to-month,DSL,Electronic check,0
13,52.56,640.75,0,0,0,0,3,Month-to-month,DSL,Bank transfer,0
45,118.36,5398.93,0,1,0,0,3,Month-to-month,Fiber optic,Credit card,0
10,86.74,939.1,0,1,1,0,1,Two year,DSL,Electronic check,0
9,24.38,175.09,1,0,0,1,2,Month-to-month,No,Electronic check,1
54,52.66,2877.28,0,1,1,1,2,Two year,DSL,Bank transfer,0
27,82.33,2163.98,0,0,0,1,5,Month-to-month,No,Bank transfer,1
34,25.63,941.64,0,1,0,1,7,Month-to-month,Fiber optic,Electronic check,0
1,22.39,34.65,0,1,0,0,6,Month-to-month,Fiber optic,Credit card,0
32,65.0,2127.48,0,0,1,0,6,Month-to-month,DSL,Electronic check,1
71,53.27,3696.42,0,1,1,1,2,Two year,Fiber optic,Credit card,0
67,63.83,4310.49,0,0,1,1,8,Month-to-month,Fiber optic,Electronic check,0
20,46.27,925.02,0,0,1,1,4,Month-to-month,Fiber optic,Electronic check,0
35,36.47,1319.05,0,1,1,0,3,Month-to-month,DSL,Electronic check,0
17,88.91,1557.21,0,0,1,1,2,Month-to-month,No,Electronic check,1
18,71.46,1289.57,0,0,0,1,7,One year,No,Mailed check,0
45,40.02,1770.86,0,0,0,0,4,Month-to-month,Fiber optic,Bank transfer,0
53,51.96,2792.86,0,0,0,1,8,One year,Fiber optic,Mailed check,0
68,79.18,5381.23,0,1,1,0,6,One year,Fiber optic,Bank transfer,0
65,27.22,1725.66,0,1,0,0,7,Month-to-month,DSL,Mailed check,0
1,34.75,0.0,0,0,1,1,1,Month-to-month,DSL,Electronic check,0
58,27.32,1510.7,0,0,0,1,3,One year,Fiber optic,Credit card,0
26,101.23,2606.47,0,0,0,1,1,One year,No,Credit card,0
20,95.24,1959.93,1,0,0,1,6,Month-to-month,DSL,Electronic check,0
10,95.33,962.19,0,0,0,0,8,Month-to-month,Fiber optic,Mailed check,1
59,91.63,5379.68,0,0,0,0,6,Month-to-month,No,Bank transfer,0
41,86.94,3604.78,0,0,0,0,8,Month-to-month,DSL,Electronic check,0
5,67.7,296.88,1,0,0,1,2,Month-to-month,DSL,Bank transfer,1
65,84.23,5479.72,1,1,1,1,1,Month-to-month,Fiber optic,Mailed check,0
17,23.84,396.3,1,1,0,1,6,Month-to-month,DSL,Electronic check,0
22,82.15,1846.26,0,1,0,1,7,Month-to-month,DSL,Electronic check,0
41,97.79,3930.53,1,0,0,1,3,Month-to-month,Fiber optic,Bank transfer,1
68,70.04,4720.21,0,1,1,1,1,Two year,Fiber optic,Electronic check,0
69,55.75,3764.84,0,1,1,1,7,One year,No,Electronic check,0
11,47.74,512.16,0,1,1,1,1,Two year,Fiber optic,Bank transfer,0
56,84.28,4780.25,0,0,1,0,1,Month-to-month,Fiber optic,Bank transfer,0
51,89.28,4528.01,0,0,1,0,4,One year,Fiber optic,Electronic check,0
21,107.1,2223.57,0,0,0,0,4,Month-to-month,No,Credit card,0
26,54.23,1453.57,1,0,0,1,2,One year,DSL,Bank transfer,1
19,96.98,1896.05,0,1,1,1,8,Month-to-month,DSL,Mailed check,0
60,76.14,4563.97,1,0,1,0,1,Month-to-month,No,Mailed check,0
71,108.28,7722.12,0,0,1,1,4,Two year,No,Bank transfer,0
47,72.78,3366.81,0,0,1,1,3,One year,DSL,Electronic check,0
71,71.76,5163.86,0,0,0,0,3,Two year,DSL,Mailed check,0
26,77.79,2129.98,0,1,0,1,6,Month-to-month,Fiber optic,Bank transfer,0
40,94.93,3823.26,0,0,0,1,1,Month-to-month,DSL,Mailed check,0
5,116.47,478.13,0,0,0,0,2,Month-to-month,Fiber optic,Bank transfer,0
21,27.36,546.65,0,0,0,0,6,One year,DSL,Mailed check,0
4,25.34,132.0,0,0,0,0,4,One year,DSL,Electronic check,1
23,113.76,2595.41,0,1,1,1,6,Two year,Fiber optic,Mailed check,0
15,72.99,1158.46,0,1,0,0,4,Month-to-month,No,Mailed check,1
8,81.49,681.33,0,0,0,1,4,One year,Fiber optic,Bank transfer,0
41,68.24,2762.52,0,1,0,1,6,Month-to-month,Fiber optic,Bank transfer,0
19,29.37,559.64,0,0,0,0,2,Month-to-month,No,Mailed check,0
46,96.81,4408.57,0,0,0,1,5,Month-to-month,Fiber optic,Credit card,0
28,94.72,2643.03,1,1,0,1,4,Month-to-month,Fiber optic,Electronic check,1
68,51.17,3451.83,1,0,1,0,7,Month-to-month,Fiber optic,Electronic check,1
15,50.62,818.04,0,0,0,1,1,Month-to-month,DSL,Mailed check,0
37,103.78,3945.66,0,0,0,1,4,Month-to-month,Fiber optic,Electronic check,1
1,27.24,0.0,0,1,0,0,4,Month-to-month,Fiber optic,Bank transfer,0
67,108.11,7147.21,0,1,0,0,8,Month-to-month,DSL,Electronic check,0
24,45.67,1083.82,0,0,0,1,8,Month-to-month,DSL,Electronic check,0
27,79.3,2065.18,1,0,0,1,8,Month-to-month,DSL,Electronic check,0
40,113.6,4546.31,0,0,0,0,5,Two year,Fiber optic,Bank transfer,0
63,87.81,5569.48,1,1,1,0,8,Two year,DSL,Credit card,0
61,61.44,3822.55,1,0,1,1,6,Month-to-month,DSL,Credit card,0
36,88.95,3212.27,1,1,0,0,7,Two year,No,Electronic check,0
24,54.4,1295.94,0,1,1,1,1,One year,Fiber optic,Mailed check,1
24,47.73,1046.6,0,0,0,1,1,Month-to-month,DSL,Electronic check,1
4,119.67,479.99,0,0,0,0,7,Month-to-month,Fiber optic,Electronic check,1
67,95.08,6373.92,0,0,0,0,1,Two year,DSL,Credit card,0
34,84.47,2903.93,0,0,1,1,4,One year,Fiber optic,Mailed check,1
57,55.53,3129.79,0,0,0,1,4,Two year,Fiber optic,Electronic check,0
49,24.92,1199.33,0,0,1,1,3,Two year,Fiber optic,Mailed check,0
53,23.11,1150.93,0,0,1,0,5,Month-to-month,Fiber optic,Electronic check,1
23,75.42,1620.1,0,0,1,1,6,Month-to-month,DSL,Mailed check,1
69,96.2,6582.38,1,1,0,0,7,Month-to-month,Fiber optic,Mailed check,0
53,73.74,3829.7,0,1,0,1,1,Month-to-month,DSL,Mailed check,0
62,104.08,6469.8,0,1,0,0,1,Month-to-month,DSL,Credit card,0
41,23.34,931.03,0,0,1,1,3,Month-to-month,No,Mailed check,0
57,56.68,3203.85,0,0,1,0,4,Month-to-month,Fiber optic,Credit card,1
60,43.71,2573.38,1,0,1,0,7,Month-to-month,No,Bank transfer,0
54,64.73,3333.79,0,0,1,0,7,Month-to-month,DSL,Bank transfer,0
70,27.24,1982.22,0,0,1,0,3,Month-to-month,Fiber optic,Mailed check,0
57,115.41,6528.36,0,0,0,0,7,Month-to-month,DSL,Electronic check,1
10,42.33,402.68,1,0,1,0,3,Month-to-month,Fiber optic,Bank transfer,0
40,112.23,4416.46,0,0,1,0,4,One year,DSL,Mailed check,0
7,62.59,486.73,0,0,0,0,2,Two year,DSL,Electronic check,0
38,118.55,4512.07,0,0,0,1,8,Month-to-month,DSL,Mailed check,1
61,75.41,4558.69,0,0,1,1,6,Month-to-month,Fiber optic,Bank transfer,0
3,113.08,319.63,0,1,0,0,8,Two year,DSL,Credit card,0
51,20.53,1130.94,1,0,1,0,7,Month-to-month,No,Mailed check,0
47,94.82,4452.89,0,0,0,0,5,One year,DSL,Mailed check,0
68,110.31,7491.99,0,0,0,0,2,Month-to-month,DSL,Credit card,0
38,33.97,1243.79,1,0,1,0,2,Two year,Fiber optic,Electronic check,0
36,29.61,971.23,0,1,1,0,5,Two year,No,Electronic check,0
41,62.46,2552.86,0,0,0,1,2,One year,DSL,Electronic check,0
69,113.37,7838.8,0,1,1,1,4,Month-to-month,DSL,Credit card,0
13,74.24,1020.1,0,0,1,0,2,Two year,Fiber optic,Electronic check,0
58,72.75,4107.08,0,0,1,1,8,One year,DSL,Electronic check,0
50,34.11,1649.25,0,1,1,0,7,One year,Fiber optic,Mailed check,0
30,20.08,573.36,0,1,1,0,2,Month-to-month,DSL,Credit card,1
62,101.01,6262.45,0,0,0,1,6,One year,Fiber optic,Credit card,0
25,28.76,711.75,1,1,1,0,2,Month-to-month,DSL,Mailed check,0
27,83.38,2245.18,0,0,0,1,4,Month-to-month,Fiber optic,Credit card,1
51,111.46,5704.86,1,0,0,1,3,One year,Fiber optic,Electronic check,1
57,40.87,2284.43,0,0,1,1,1,Month-to-month,Fiber optic,Electronic check,1
47,86.53,4113.62,1,1,0,0,5,One year,Fiber optic,Credit card,0
39,27.87,1108.6,0,0,1,1,5,One year,No,Mailed check,0
16,80.38,1270.09,0,1,0,0,4,Month-to-month,DSL,Electronic check,1
22,36.39,880.63,0,0,1,0,1,One year,DSL,Mailed check,0
54,93.6,5132.22,0,0,1,1,2,Two year,Fiber optic,Bank transfer,0
21,50.12,1099.16,0,1,1,1,7,Month-to-month,Fiber optic,Credit card,0
72,66.34,4625.55,0,0,1,1,7,One year,DSL,Credit card,0
16,79.94,1357.99,1,0,0,0,8,Month-to-month,Fiber optic,Mailed check,0
59,37.13,2230.41,0,0,0,0,6,Month-to-month,Fiber optic,Credit card,0
31,94.16,3019.28,1,1,1,1,5,Month-to-month,Fiber optic,Mailed check,0
42,50.26,2172.79,1,0,1,0,7,Month-to-month,No,Bank transfer,0
32,86.24,2838.6,0,0,0,1,2,Month-to-month,Fiber optic,Bank transfer,0
59,35.83,2157.9,0,0,1,1,6,Two year,DSL,Mailed check,0
34,88.81,3086.97,0,1,0,1,8,One year,Fiber optic,Electronic check,1
9,32.82,395.09,0,0,1,1,4,Month-to-month,Fiber optic,Mailed check,1
11,62.54,698.77,0,1,1,0,6,Month-to-month,DSL,Bank transfer,0
10,44.72,368.59,0,1,1,1,4,Month-to-month,Fiber optic,Electronic check,1
17,94.84,1596.91,0,0,0,1,6,Month-to-month,No,Electronic check,0
68,46.2,3161.1,0,0,0,1,4,Month-to-month,DSL,Electronic check,0
48,108.17,5195.9,0,0,0,1,3,Month-to-month,DSL,Electronic check,1
52,109.18,5615.03,1,0,0,1,4,Month-to-month,DSL,Bank transfer,0
25,39.64,909.45,0,0,0,0,2,Month-to-month,Fiber optic,Electronic check,1
21,81.38,1671.92,0,1,1,1,3,One year,No,Electronic check,1
65,28.77,1910.44,1,0,0,0,2,Two year,Fiber optic,Bank transfer,0
63,59.15,3805.47,0,0,0,1,6,Month-to-month,DSL,Credit card,0
51,91.33,4703.66,0,0,1,1,4,Month-to-month,Fiber optic,Electronic check,0
36,85.94,3146.71,0,0,1,0,3,Month-to-month,Fiber optic,Electronic check,1
66,82.47,5438.98,0,0,0,1,6,Two year,Fiber optic,Credit card,0
15,48.25,636.65,0,1,1,0,1,Two year,DSL,Mailed check,0
39,57.8,2231.44,0,0,1,0,4,One year,Fiber optic,Credit card,0
70,30.29,2107.36,1,0,1,0,7,Two year,Fiber optic,Electronic check,0
1,91.9,67.05,0,1,1,0,3,Month-to-month,DSL,Electronic check,1
23,70.39,1621.7,0,0,1,0,6,Two year,Fiber optic,Electronic check,0
39,90.88,3566.39,0,1,0,0,3,Month-to-month,No,Electronic check,0
57,44.89,2601.38,0,0,1,0,3,Month-to-month,Fiber optic,Credit card,0
34,52.44,1769.05,0,1,1,0,5,One year,No,Credit card,0
41,53.42,2095.03,0,0,0,0,3,Month-to-month,DSL,Credit card,1
13,22.57,269.27,1,0,0,1,1,One year,Fiber optic,Credit card,1
70,54.1,3789.19,0,0,0,1,4,Month-to-month,DSL,Credit card,1
6,100.33,663.12,0,0,1,1,4,One year,DSL,Bank transfer,0
52,109.73,5677.57,0,1,0,0,4,Month-to-month,Fiber optic,Credit card,1
3,71.82,241.09,0,0,1,1,3,Month-to-month,Fiber optic,Electronic check,1
63,65.55,4144.15,0,0,1,0,4,Two year,Fiber optic,Mailed check,0
49,23.08,1133.12,0,0,0,0,1,Two year,Fiber optic,Bank transfer,0
47,107.92,5118.77,0,0,1,0,7,Two year,Fiber optic,Credit card,0
55,21.3,1138.46,0,0,0,0,7,One year,No,Bank transfer,0
64,114.48,7297.96,0,0,0,0,5,One year,Fiber optic,Credit card,0
65,68.92,4479.2,0,0,0,1,1,One year,DSL,Mailed check,0
67,54.19,3598.72,0,0,0,1,5,Month-to-month,DSL,Bank transfer,0
15,112.42,1711.7,0,1,0,1,4,Month-to-month,Fiber optic,Credit card,1
32,22.44,682.42,1,0,1,1,7,Month-to-month,Fiber optic,Electronic check,0
68,78.14,5324.84,0,0,1,1,6,Two year,DSL,Credit card,0
18,74.89,1343.01,1,0,1,0,2,Month-to-month,DSL,Mailed check,0
43,41.93,1813.74,0,1,1,1,7,Two year,DSL,Bank transfer,0
35,62.89,2178.16,0,0,0,1,7,Month-to-month,Fiber optic,Credit card,1
58,85.23,4926.39,0,0,0,0,5,One year,DSL,Mailed check,0
33,92.71,3064.23,0,0,1,1,8,Month-to-month,DSL,Mailed check,0
14,20.07,291.08,0,0,1,0,1,Month-to-month,Fiber optic,Mailed check,0
34,113.69,3865.25,0,0,0,1,1,Two year,Fiber optic,Electronic check,0
61,36.45,2308.72,0,1,1,1,6,Month-to-month,DSL,Mailed check,0
4,43.36,123.9,0,0,1,1,8,Month-to-month,Fiber optic,Electronic check,0
59,46.35,2731.44,0,0,1,1,7,Month-to-month,DSL,Credit card,0
29,23.78,610.94,0,1,1,1,7,Month-to-month,No,Electronic check,1
6,32.31,212.46,0,0,0,0,2,Month-to-month,DSL,Mailed check,0
49,118.63,5757.11,1,0,1,0,5,One year,No,Credit card,0
40,51.52,2046.88,1,0,0,0,8,Month-to-month,No,Credit card,0
65,31.53,2030.85,0,1,1,1,5,One year,Fiber optic,Bank transfer,0
69,30.7,2132.34,0,0,0,0,8,Month-to-month,DSL,Bank transfer,0
27,91.95,2455.01,0,0,0,1,1,Two year,Fiber optic,Electronic check,0
6,105.46,602.99,0,0,0,0,8,One year,DSL,Mailed check,0
13,45.7,665.89,0,0,0,1,5,Month-to-month,No,Electronic check,0
64,22.09,1427.99,0,0,0,0,2,Month-to-month,No,Bank transfer,0
62,42.31,2595.17,0,1,1,0,8,Month-to-month,No,Electronic check,0
19,25.65,474.81,0,0,0,0,5,One year,Fiber optic,Bank transfer,0
43,30.34,1386.89,0,1,0,1,8,One year,Fiber optic,Mailed check,0
20,63.15,1251.24,0,0,1,0,5,Two year,Fiber optic,Mailed check,0
68,42.99,2888.86,0,1,1,1,2,Month-to-month,Fiber optic,Mailed check,1
44,71.59,3115.71,0,1,0,0,4,Month-to-month,Fiber optic,Credit card,1
23,45.35,1015.59,0,0,1,1,5,Month-to-month,Fiber optic,Electronic check,1
2,114.05,198.38,0,0,0,1,6,Month-to-month,No,Mailed check,0
22,110.59,2369.0,0,1,1,1,1,Month-to-month,Fiber optic,Electronic check,1
57,76.68,4314.55,0,0,1,0,3,Month-to-month,No,Electronic check,1
72,55.44,3950.21,0,0,0,1,1,One year,No,Bank transfer,0
7,58.11,436.35,0,1,0,0,7,Month-to-month,Fiber optic,Electronic check,0
56,61.19,3407.58,0,0,1,0,6,Two year,Fiber optic,Electronic check,1
67,92.76,6204.56,0,0,0,0,1,Month-to-month,Fiber optic,Credit card,1
16,65.16,1106.06,0,1,1,0,8,Two year,Fiber optic,Mailed check,0
51,105.67,5453.92,0,0,0,1,8,Two year,DSL,Electronic check,0
72,114.41,8223.41,0,0,0,1,4,Two year,Fiber optic,Electronic check,0
12,53.59,611.54,1,0,0,0,4,One year,No,Electronic check,0
53,76.07,3988.49,0,0,1,0,1,Two year,DSL,Mailed check,0
5,29.51,182.19,1,1,0,0,5,One year,Fiber optic,Bank transfer,1
27,40.05,1071.11,0,1,0,0,7,Month-to-month,No,Bank transfer,0
12,61.35,716.88,0,0,1,0,1,One year,Fiber optic,Electronic check,0
17,40.62,649.86,0,1,0,0,6,One year,Fiber optic,Bank transfer,0
6,107.66,607.48,1,0,0,1,8,Two year,Fiber optic,Mailed check,0
5,35.83,195.15,0,0,0,1,5,Month-to-month,Fiber optic,Mailed check,0
57,65.57,3671.72,0,0,1,0,2,Month-to-month,DSL,Credit card,1
28,80.57,2305.7,0,0,1,1,7,One year,No,Electronic check,0
69,89.19,6127.42,1,0,1,0,2,Two year,Fiber optic,Electronic check,1
59,58.31,3432.81,0,0,0,1,7,Month-to-month,Fiber optic,Credit card,1
33,106.91,3461.18,1,0,1,0,4,Month-to-month,Fiber optic,Electronic check,1
62,76.83,4762.84,0,0,1,1,3,Month-to-month,DSL,Electronic check,1
50,63.95,3181.08,0,1,0,0,3,Month-to-month,No,Bank transfer,0
19,26.72,505.18,0,1,0,1,6,Month-to-month,No,Bank transfer,0
69,66.47,4660.02,0,1,1,0,4,Month-to-month,DSL,Credit card,0
66,102.07,6745.5,1,0,0,0,2,Two year,No,Electronic check,0
47,81.45,3788.42,0,0,1,1,4,Month-to-month,Fiber optic,Mailed check,1
39,103.22,3990.01,1,0,0,1,2,Month-to-month,Fiber optic,Electronic check,1
68,69.4,4748.96,0,0,1,0,5,One year,Fiber optic,Mailed check,0
33,31.85,1115.98,0,0,0,0,6,Two year,DSL,Electronic check,0
13,21.36,291.78,0,0,0,0,7,Two year,Fiber optic,Bank transfer,0
54,50.32,2751.72,0,0,1,0,2,Month-to-month,DSL,Electronic check,0
7,89.8,659.09,0,1,1,0,7,Two year,Fiber optic,Electronic check,1
14,99.03,1457.37,0,0,1,0,2,Month-to-month,Fiber optic,Mailed check,0
19,49.58,844.54,0,0,0,1,2,One year,No,Credit card,0
54,69.57,3790.14,1,0,0,1,3,One year,Fiber optic,Credit card,1
20,62.11,1291.39,1,0,1,1,8,Month-to-month,DSL,Credit card,0
29,61.05,1703.51,0,0,0,1,2,Month-to-month,No,Mailed check,0
24,43.13,990.84,0,0,1,1,1,Month-to-month,Fiber optic,Electronic check,0
63,33.64,2076.78,0,1,1,0,5,Two year,Fiber optic,Electronic check,0
57,39.67,2224.75,0,0,1,1,7,Month-to-month,DSL,Bank transfer,0
8,25.53,180.15,0,0,1,1,3,One year,No,Electronic check,0
62,39.81,2480.35,0,0,0,0,7,Month-to-month,No,Electronic check,0
29,20.92,649.96,0,0,1,1,1,Month-to-month,Fiber optic,Electronic check,0
17,82.73,1460.48,0,0,0,0,3,Two year,No,Mailed check,0
66,51.64,3366.35,0,0,1,1,3,One year,DSL,Electronic check,0
6,117.31,661.62,0,0,0,0,8,Two year,No,Electronic check,0
58,39.37,2349.25,0,1,0,1,1,Month-to-month,Fiber optic,Mailed check,1
69,54.58,3798.36,0,0,1,1,8,Month-to-month,DSL,Mailed check,0
28,55.78,1565.98,0,0,1,1,8,Month-to-month,Fiber optic,Mailed check,0
62,20.85,1316.37,0,0,1,1,7,Month-to-month,Fiber optic,Bank transfer,1
41,103.92,4259.23,0,0,1,1,4,Month-to-month,DSL,Electronic check,0
69,23.2,1627.03,0,0,1,0,6,One year,DSL,Credit card,0
41,114.02,4658.02,0,0,0,1,6,Month-to-month,DSL,Electronic check,0
49,109.21,5364.73,0,1,0,0,6,Month-to-month,Fiber optic,Mailed check,0
49,73.55,3528.42,0,0,1,1,4,Month-to-month,DSL,Bank transfer,0
71,74.36,5245.17,0,0,1,1,2,One year,DSL,Credit card,0
3,85.38,222.29,0,0,1,0,1,One year,Fiber optic,Bank transfer,0
10,58.71,568.38,0,1,1,0,2,Month-to-month,No,Electronic check,0
35,84.72,2918.87,0,0,1,0,6,Month-to-month,Fiber optic,Mailed check,0
2,24.48,22.28,0,0,0,1,4,Month-to-month,DSL,Mailed check,0
24,25.4,533.88,0,0,1,0,1,Two year,No,Mailed check,0
38,65.72,2524.8,0,0,0,0,8,Two year,Fiber optic,Electronic check,0
22,74.96,1644.99,0,0,0,0,1,One year,Fiber optic,Mailed check,0
26,108.78,2743.02,0,0,0,0,1,Month-to-month,Fiber optic,Electronic check,0
43,30.47,1268.47,0,0,1,0,8,Month-to-month,Fiber optic,Bank transfer,0
55,102.26,5641.13,0,1,1,0,2,One year,DSL,Bank transfer,0
39,41.0,1571.85,1,0,1,1,3,Two year,Fiber optic,Electronic check,0
29,59.41,1688.04,0,0,0,1,3,Two year,Fiber optic,Credit card,0
20,51.66,1029.47,0,0,0,1,6,Two year,Fiber optic,Bank transfer,0
41,60.02,2478.0,0,0,0,1,3,Month-to-month,Fiber optic,Electronic check,0
54,35.05,1820.88,0,0,0,0,7,Two year,Fiber optic,Electronic check,0
20,70.36,1434.71,1,1,0,1,1,One year,Fiber optic,Bank transfer,0
19,100.16,1863.03,0,0,0,0,4,Two year,Fiber optic,Mailed check,0
66,64.15,4233.0,0,1,0,0,8,Month-to-month,No,Credit card,0
30,69.06,2070.03,0,0,0,0,2,Month-to-month,Fiber optic,Electronic check,1
53,104.88,5532.29,0,1,0,1,2,Month-to-month,No,Electronic check,1
